appearedTimeOfDay,appearedHour,terrainType,closeToWater,continent,weather,temperature,windSpeed,pressure,population_density,urban,suburban,midurban,rural,gymDistanceKm,gymIn100m,gymIn250m,gymIn500m,gymIn1000m,gymIn2500m,gymIn5000m,pokestopDistanceKm,pokestopIn100m,pokestopIn250m,pokestopIn500m,pokestopIn1000m,pokestopIn2500m,pokestopIn5000m
evening,18,0,TRUE,America,PartlyCloudy,28.4,10.65,1020.07,0,FALSE,FALSE,FALSE,TRUE,0.113573,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.146514,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,23,14,FALSE,America,Clear,31.8,6.97,1021.24,160.22284,FALSE,FALSE,FALSE,TRUE,1.040732,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.591094,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,6,13,TRUE,America,Clear,27.8,3,1018.08,0,FALSE,FALSE,FALSE,TRUE,0.507716,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.226981,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,8,13,FALSE,America,Clear,23.2,4.78,1013.8,849.44226,TRUE,TRUE,TRUE,FALSE,0.461561,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.054911,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,18,13,FALSE,America,Clear,18,5.46,1010.84,2102.9775,TRUE,TRUE,TRUE,FALSE,0.06284,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.042057,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,3,7,FALSE,America,Clear,35.7,8.74,1000.91,635.5498,FALSE,TRUE,TRUE,FALSE,0.764458,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.511228,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
afternoon,13,13,FALSE,Europe,PartlyCloudy,26.6,6.9,1012.3,1955.8636,TRUE,TRUE,TRUE,FALSE,0.030822,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.040492,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,3,0,TRUE,America,Clear,19.5,1.03,1009.02,0,FALSE,FALSE,FALSE,TRUE,0.171042,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.173098,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,15,12,TRUE,Europe,MostlyCloudy,18.3,17.8,1008.68,0,FALSE,FALSE,FALSE,TRUE,0.345579,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.015413,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,8,0,TRUE,Asia,MostlyCloudy,29.6,7.97,1010.96,0,FALSE,FALSE,FALSE,TRUE,304.277597,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.393825,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
afternoon,13,12,TRUE,Europe,Clear,18.7,15.53,1010.7,761.8856,FALSE,TRUE,TRUE,FALSE,0.158815,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.116101,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,13,12,FALSE,Europe,MostlyCloudy,17.1,10.52,1015.61,178.6358,FALSE,FALSE,FALSE,TRUE,0.302419,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.302419,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,4,13,TRUE,America,Clear,18.9,11.99,1008.52,4188.391,TRUE,TRUE,TRUE,FALSE,0.2125,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.164427,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,12,12,FALSE,Europe,PartlyCloudy,25.2,2.14,1017.04,1055.8982,TRUE,TRUE,TRUE,FALSE,0.145136,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.107684,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,15,13,FALSE,Asia,Clear,23.9,0.95,1011.55,411.31375,FALSE,TRUE,TRUE,FALSE,0.449863,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.009473,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,13,12,TRUE,Europe,Overcast,21.5,2.46,1025.09,2102.9775,TRUE,TRUE,TRUE,FALSE,0.204275,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.048301,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,13,FALSE,America,Clear,34.4,7.86,1007.33,1361.0005,TRUE,TRUE,TRUE,FALSE,0.910443,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.515969,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
morning,7,0,TRUE,America,Clear,26.8,3.2,1017.45,0,FALSE,FALSE,FALSE,TRUE,0.335353,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.250303,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
afternoon,12,14,FALSE,America,Clear,18,4.53,1021.66,40.392357,FALSE,FALSE,FALSE,TRUE,2.927506,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.596839,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,21,13,FALSE,Europe,Clear,24.5,8.62,1014.69,6471.7783,TRUE,TRUE,TRUE,FALSE,0.171948,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.029456,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,6,0,TRUE,America,Clear,15.7,5.98,1015.4,4842.1626,TRUE,TRUE,TRUE,FALSE,0.685352,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.109443,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,7,FALSE,America,Clear,32.2,3,1002.2,7.085878,FALSE,FALSE,FALSE,TRUE,0.750764,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.418574,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,22,13,FALSE,America,PartlyCloudy,32.9,11.46,1017.02,426.5022,FALSE,TRUE,TRUE,FALSE,0.139992,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.031542,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,14,FALSE,Europe,Foggy,14.9,1.95,1024.43,149.01443,FALSE,FALSE,FALSE,TRUE,0.503016,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.217807,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,6,13,FALSE,America,Clear,16.1,4.98,1010.33,1573.4408,TRUE,TRUE,TRUE,FALSE,0.757802,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.757802,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
afternoon,15,12,FALSE,Europe,Clear,26.6,8.79,1012.81,256.71356,FALSE,FALSE,TRUE,FALSE,0.063248,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.049708,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,12,7,FALSE,Asia,PartlyCloudy,32.5,7.26,1006.09,355.77966,FALSE,FALSE,TRUE,FALSE,9.840131,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.423871,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
night,4,13,FALSE,America,Clear,20,5.01,1010.07,683.3539,FALSE,TRUE,TRUE,FALSE,0.808746,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.707695,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,23,13,TRUE,America,Clear,18.1,10.99,1012.7,570.0402,FALSE,TRUE,TRUE,FALSE,0.434245,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.108851,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,18,14,FALSE,Europe,Overcast,16.8,6.69,1025.48,25.210114,FALSE,FALSE,FALSE,TRUE,0.53999,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.416404,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,1,0,TRUE,America,Clear,20.6,10.68,1020.69,0,FALSE,FALSE,FALSE,TRUE,0.232316,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.212948,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,13,12,TRUE,Europe,Overcast,20.8,4.9,1024.57,0,FALSE,FALSE,FALSE,TRUE,0.293507,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.205885,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,22,5,TRUE,Europe,Clear,13.9,4.23,1025,43.430546,FALSE,FALSE,FALSE,TRUE,3.962395,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.085792,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,10,12,FALSE,Europe,MostlyCloudy,17,13.44,1014.51,107.52168,FALSE,FALSE,FALSE,TRUE,0.528913,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.528913,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,1,12,TRUE,Europe,Clear,17.4,13.03,1005.28,761.8856,FALSE,TRUE,TRUE,FALSE,0.375478,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.397031,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
evening,16,8,FALSE,America,Clear,23.3,3.45,1024.96,426.5022,FALSE,TRUE,TRUE,FALSE,0.960583,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1.036792,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
night,22,8,TRUE,Europe,PartlyCloudy,25.4,15.72,1016.27,0,FALSE,FALSE,FALSE,TRUE,0.153941,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.076166,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,23,12,TRUE,Europe,Clear,15.6,10.67,1019.59,913.3346,TRUE,TRUE,TRUE,FALSE,0.845189,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.845189,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,1,12,FALSE,Europe,PartlyCloudy,18.7,2.12,1017.78,307.74356,FALSE,FALSE,TRUE,FALSE,0.326596,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.035732,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,3,8,TRUE,Europe,MostlyCloudy,21.9,6.63,1012.64,0,FALSE,FALSE,FALSE,TRUE,0.074003,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.101363,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,3,0,TRUE,America,Clear,20.6,6.57,1024.24,591.0899,FALSE,TRUE,TRUE,FALSE,1.958419,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.271338,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,21,16,TRUE,Asia,Clear,32.4,5.83,1002.8,0,FALSE,FALSE,FALSE,TRUE,0.335614,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.080246,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,7,FALSE,America,PartlyCloudy,32.3,12.96,1007.19,635.5498,FALSE,TRUE,TRUE,FALSE,0.886827,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.51822,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
morning,10,13,FALSE,Europe,MostlyCloudy,21.8,8.98,1025.44,3895.392,TRUE,TRUE,TRUE,FALSE,0.263754,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.016001,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,13,13,FALSE,Australia,Overcast,9.7,6.66,1028.11,1055.8982,TRUE,TRUE,TRUE,FALSE,0.267485,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.096511,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,13,FALSE,America,Clear,34.4,7.86,1007.33,1361.0005,TRUE,TRUE,TRUE,FALSE,0.161277,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.18663,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,8,0,TRUE,Asia,MostlyCloudy,29.6,7.97,1010.96,0,FALSE,FALSE,FALSE,TRUE,304.867816,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.807947,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,2,13,FALSE,Pacific,Clear,15,16.06,1016.92,1265.7916,TRUE,TRUE,TRUE,FALSE,0.256599,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.023506,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,18,13,TRUE,America,PartlyCloudy,19.1,5.78,1011.36,4188.391,TRUE,TRUE,TRUE,FALSE,0.06612,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.071638,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,0,TRUE,America,Clear,19.4,2.73,1022.81,708.5878,FALSE,TRUE,TRUE,FALSE,0.621578,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.830785,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
morning,9,7,FALSE,America,PartlyCloudy,18,5.23,1009.37,426.5022,FALSE,TRUE,TRUE,FALSE,0.197704,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.135247,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,7,FALSE,America,Clear,25.3,19.58,1007.68,591.0899,FALSE,TRUE,TRUE,FALSE,0.41275,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.101081,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,12,FALSE,America,Clear,31.3,9.12,1007.18,319.10748,FALSE,FALSE,TRUE,FALSE,0.747308,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.220081,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,3,13,TRUE,America,Clear,26.3,9.28,1000.89,2344.6538,TRUE,TRUE,TRUE,FALSE,0.42881,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.074711,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,13,13,FALSE,Europe,MostlyCloudy,29.5,2.28,1015.93,6471.7783,TRUE,TRUE,TRUE,FALSE,0.367273,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.022423,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,17,0,TRUE,America,Clear,15.5,5.27,1011.97,1.036927,FALSE,FALSE,FALSE,TRUE,0.151328,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.151328,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,7,FALSE,America,Clear,17.3,5,1009.59,426.5022,FALSE,TRUE,TRUE,FALSE,0.096056,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.087631,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,5,FALSE,Europe,PartlyCloudy,13.9,9.97,1013.78,426.5022,FALSE,TRUE,TRUE,FALSE,0.627706,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.108136,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,13,FALSE,America,Clear,18,2.62,1023.72,2810.7285,TRUE,TRUE,TRUE,FALSE,0.079272,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.027313,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,13,FALSE,America,Clear,38.2,11.32,1005.23,1411.2576,TRUE,TRUE,TRUE,FALSE,0.181182,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.021439,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,15,13,FALSE,Europe,MostlyCloudy,22.2,7.05,1008.48,1220.7147,TRUE,TRUE,TRUE,FALSE,0.496327,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.102138,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,13,FALSE,America,PartlyCloudy,26.6,14.44,1018.33,2810.7285,TRUE,TRUE,TRUE,FALSE,0.05623,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.12893,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,10,12,TRUE,Europe,Clear,17.5,16.25,1008.3,761.8856,FALSE,TRUE,TRUE,FALSE,0.07986,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.029712,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,10,13,FALSE,Europe,MostlyCloudy,21,6.1,1027.01,1220.7147,TRUE,TRUE,TRUE,FALSE,0.295956,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.046324,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,3,13,TRUE,America,Clear,24,7.68,1019.06,1312.533,TRUE,TRUE,TRUE,FALSE,0.289144,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.017022,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,8,0,TRUE,Europe,PartlyCloudy,17.1,13.16,1012.94,1691.79,TRUE,TRUE,TRUE,FALSE,0.410589,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.105044,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,13,FALSE,America,PartlyCloudy,27,14.34,1015.24,7758.25,TRUE,TRUE,TRUE,FALSE,0.304853,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.090417,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,23,7,FALSE,America,Clear,25.8,18.2,1006.02,591.0899,FALSE,TRUE,TRUE,FALSE,1.291215,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.284584,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,0,0,TRUE,America,PartlyCloudy,22,9.53,1019.02,3756.671,TRUE,TRUE,TRUE,FALSE,0.059326,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.003748,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,3,14,FALSE,America,Clear,27.2,4.94,1017.3,2431.2341,TRUE,TRUE,TRUE,FALSE,0.260403,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.118742,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,11,12,TRUE,Europe,MostlyCloudy,17.4,15.87,1016.4,2102.9775,TRUE,TRUE,TRUE,FALSE,0.296285,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.043637,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,8,FALSE,America,Clear,29.6,2.54,1021.8,426.5022,FALSE,TRUE,TRUE,FALSE,0.959602,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1.042343,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
night,5,13,FALSE,America,Clear,19.9,5.96,1008.33,2102.9775,TRUE,TRUE,TRUE,FALSE,0.173258,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.081396,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,11,12,TRUE,Asia,MostlyCloudy,27.2,9.8,1004.77,4039.2358,TRUE,TRUE,TRUE,FALSE,0.574996,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.048082,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,9,13,TRUE,Europe,Clear,18.2,10.24,1024.39,1135.3196,TRUE,TRUE,TRUE,FALSE,0.155131,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.115302,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,12,12,TRUE,Europe,Overcast,17.8,12.86,1020.2,0,FALSE,FALSE,FALSE,TRUE,0.322187,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.259019,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,20,10,TRUE,America,Clear,30.5,8.58,1016.06,530.163,FALSE,TRUE,TRUE,FALSE,0.396251,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.304577,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
evening,18,0,TRUE,America,PartlyCloudy,28.4,10.65,1020.07,0,FALSE,FALSE,FALSE,TRUE,0.418783,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.017677,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,22,0,TRUE,America,Clear,28.7,7.12,1015.23,0,FALSE,FALSE,FALSE,TRUE,0.010204,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.035109,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,12,12,TRUE,Asia,Clear,27.8,2.42,1006.6,4039.2358,TRUE,TRUE,TRUE,FALSE,0.43869,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.008666,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,13,TRUE,America,Clear,30.4,6.63,1020.31,511.28308,FALSE,TRUE,TRUE,FALSE,0.541219,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.119855,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,20,13,FALSE,America,PartlyCloudy,32.7,3.91,1017.66,734.7536,FALSE,TRUE,TRUE,FALSE,0.10723,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.139828,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,13,FALSE,Europe,PartlyCloudy,24.7,4.8,1017.18,1055.8982,TRUE,TRUE,TRUE,FALSE,0.173525,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.05463,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,13,FALSE,America,PartlyCloudy,32,9.29,1017.2,330.89105,FALSE,FALSE,TRUE,FALSE,0.648308,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.648308,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,3,13,TRUE,America,Clear,17.7,2.46,1024.43,3249.4587,TRUE,TRUE,TRUE,FALSE,1.006677,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.006677,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
night,23,8,FALSE,America,Clear,27.6,6.07,1021.16,426.5022,FALSE,TRUE,TRUE,FALSE,0.161117,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.244233,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,8,13,TRUE,Europe,Clear,15.9,12.7,1012.52,1886.2122,TRUE,TRUE,TRUE,FALSE,0.222798,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.120683,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,13,FALSE,America,Clear,32.1,12.71,1013.22,849.44226,TRUE,TRUE,TRUE,FALSE,0.795456,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.934578,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,21,16,TRUE,Asia,Clear,32.4,5.83,1002.8,214.14536,FALSE,FALSE,TRUE,FALSE,0.906211,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.412745,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,6,14,FALSE,America,Clear,26.7,3,1013.3,2431.2341,TRUE,TRUE,TRUE,FALSE,0.241519,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.251019,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,22,13,FALSE,America,Clear,26.8,9.42,1014.28,1312.533,TRUE,TRUE,TRUE,FALSE,0.17335,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.051749,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,23,13,TRUE,America,Clear,19.1,16.29,1010.12,4188.391,TRUE,TRUE,TRUE,FALSE,0.543036,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.543036,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,3,13,FALSE,America,Clear,28,7.63,1012.49,2521.0115,TRUE,TRUE,TRUE,FALSE,0.115809,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.02184,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,18,13,TRUE,America,Clear,20.9,9.56,1012.89,0,FALSE,FALSE,FALSE,TRUE,0.213796,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.054442,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,3,0,TRUE,America,LightRainandBreezy,16.8,22.35,1017.11,1411.2576,TRUE,TRUE,TRUE,FALSE,0.313026,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.290546,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,6,13,FALSE,America,Clear,24,5.98,1012.9,849.44226,TRUE,TRUE,TRUE,FALSE,1.104294,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.216381,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
afternoon,12,13,FALSE,Europe,PartlyCloudy,26.3,5.47,1012.46,1955.8636,TRUE,TRUE,TRUE,FALSE,0.021203,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.030814,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,18,13,TRUE,Europe,MostlyCloudy,21.1,6.02,1023,1886.2122,TRUE,TRUE,TRUE,FALSE,0.149264,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.025891,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,13,TRUE,Asia,Clear,32.2,7.32,1010.88,206.51929,FALSE,FALSE,TRUE,FALSE,0.664782,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.624998,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
morning,11,12,TRUE,Europe,PartlyCloudy,18.2,12.94,1013.26,214.14536,FALSE,FALSE,TRUE,FALSE,0.478648,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.225894,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,12,TRUE,Europe,MostlyCloudy,17.1,4.14,1022.82,913.3346,TRUE,TRUE,TRUE,FALSE,1.34446,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.34446,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
evening,17,8,FALSE,America,Clear,26.9,1.55,1023.02,426.5022,FALSE,TRUE,TRUE,FALSE,0.098353,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.220307,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,11,13,TRUE,Europe,Clear,17.3,13.46,1017.38,1886.2122,TRUE,TRUE,TRUE,FALSE,0.255808,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.009195,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,6,13,FALSE,Asia,Clear,32.8,11,1008.92,6019.0444,TRUE,TRUE,TRUE,FALSE,0.526829,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.13724,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,0,TRUE,America,Clear,26.4,7.41,1021.59,0,FALSE,FALSE,FALSE,TRUE,0.147204,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.155527,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,20,0,TRUE,Europe,Clear,27.1,4.64,1018.38,10000,TRUE,TRUE,TRUE,FALSE,0.227521,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.109929,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,8,13,TRUE,America,PartlyCloudy,17.4,2.41,1010.4,256.71356,FALSE,FALSE,TRUE,FALSE,0.039664,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.076484,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,7,0,TRUE,America,PartlyCloudy,25.5,2.36,1019.77,0,FALSE,FALSE,FALSE,TRUE,0.305984,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.048308,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
